SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,139095,269200,1433562,960805,910971,253227,17,47.1088809967041,1194700
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,267082,522247,2810621,2164351,2087117,589509,17,108.86052465438843,2072152
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,432364,849312,4590851,3891499,3786865,1080325,17,193.90560150146484,3556888
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,593955,1167006,6309708,6089374,5957340,1708050,17,308.4736137390137,4849556
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,44198,83957,438960,245668,223234,59748,18,13.054426670074463,502200
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,131189,254247,1355986,955651,905817,251509,18,49.64943814277649,1180076
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,282362,551560,2965150,2144629,2067395,582935,18,108.53020095825195,2063996
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,409437,801844,4321431,3947524,3842890,1099000,18,196.21824622154236,3573776
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,574132,1128543,6103936,6105742,5973708,1713506,18,321.5992729663849,4739796
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,43198,82649,435224,248536,226102,60704,19,14.45922303199768,512220
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,138245,267719,1426781,937531,887697,245469,19,48.027406454086304,1185840
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,273401,533767,2867888,2175295,2098061,593157,19,108.03918957710266,2109876
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,394411,772283,4161610,3952189,3847555,1100555,19,202.06172633171082,3577692
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,593636,1166358,6306242,6026836,5894802,1687204,19,303.8629491329193,4848360
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,43627,83518,439977,249859,227425,61145,20,12.936563491821289,512920
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,140315,272759,1459172,945370,895536,248082,20,48.17725133895874,1188488
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,268427,523587,2811597,2197993,2120759,600723,20,109.15105485916138,2131968
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,413136,809702,4367307,3922486,3817852,1090654,20,195.70807456970215,3562096
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,560383,1100145,5943083,6121870,5989836,1718882,20,311.84777450561523,4705904
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,41464,79007,414319,242995,220561,58857,21,13.500555276870728,511352
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,141678,274420,1462932,955396,905562,251424,21,47.39729285240173,1191580
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,273139,533942,2872716,2193685,2116451,599287,21,111.76752853393555,2097160
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,421079,825885,4457587,3960922,3856288,1103466,21,197.77741885185242,3566408
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,578137,1134866,6130634,6086926,5954892,1707234,21,311.7451560497284,4867884
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,43067,81978,429441,238711,216277,57429,22,12.340395212173462,501380
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,129439,251097,1340496,950965,901131,249947,22,48.70244264602661,1190528
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,302488,592350,3192052,2205775,2128541,603317,22,110.94336295127869,2152328
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,421472,827989,4476014,3934294,3829660,1094590,22,198.68471097946167,3569632
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,595255,1169848,6325982,6096406,5964372,1710394,22,308.428120136261,4723564
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,46481,88547,464007,242860,220426,58812,23,14.054157495498657,510836
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,136169,264806,1417006,937969,888135,245615,23,46.7549204826355,1185688
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,269472,526092,2826868,2174440,2097206,592872,23,111.9786741733551,2103280
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,397809,779148,4199279,3952900,3848266,1100792,23,200.3795337677002,3577164
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,559927,1099523,5941309,6052993,5920959,1695923,23,316.59214210510254,4822708
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,38684,73603,385030,231802,209368,55126,24,12.03307032585144,508148
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,140802,273237,1459312,968242,918408,255706,24,50.07861351966858,1154376
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,269649,527225,2836267,2181913,2104679,595363,24,113.33713984489441,2143312
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,437188,858046,4634110,3941212,3836578,1096896,24,200.28748869895935,3572672
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,596563,1171961,6335235,6165439,6033405,1733405,24,322.81546783447266,4882492
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,46047,87649,459134,248566,226132,60714,25,12.939831018447876,503768
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,132535,256920,1370219,954514,904680,251130,25,49.19522023200989,1190032
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,263317,513693,2758440,2171686,2094452,591954,25,109.41721773147583,2073280
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,412711,809109,4365129,3873574,3768940,1074350,25,192.97746777534485,3550944
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,626253,1232475,6674534,6094729,5962695,1709835,25,309.39646887779236,4884340
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,41491,78598,409322,241009,218575,58195,26,12.616519689559937,510804
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,140258,272542,1457298,962281,912447,253719,26,47.861379861831665,1180628
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,257386,503237,2707193,2197033,2119799,600403,26,107.79786896705627,2099684
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,417362,818910,4422161,3883723,3779089,1077733,26,194.80763721466064,3555764
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,569072,1119084,6055364,6088231,5956197,1707669,26,310.1492295265198,4908468
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,42670,81453,427976,238825,216391,57467,27,12.273178339004517,510240
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,133121,258173,1377791,964186,914352,254354,27,47.53991746902466,1181700
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,275720,539954,2909588,2160469,2083235,588215,27,112.4938862323761,2074216
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,400504,784470,4228543,3848719,3744085,1066065,27,200.43947410583496,3552232
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,574228,1128254,6099921,6005194,5873160,1679990,27,303.80939865112305,4808276
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,41026,77982,407936,242593,220159,58723,28,12.682038307189941,510256
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,136328,264634,1413926,967726,917892,255534,28,49.700443983078,1153620
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,263447,515374,2774221,2149171,2071937,584449,28,109.57500886917114,2116088
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,423462,830834,4485325,3868159,3763525,1072545,28,194.59254479408264,3558852
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,553686,1087966,5882578,6099340,5967306,1711372,28,311.1604437828064,4733228
SABRE,qiskit_lib_100.qasm,condor.txt,100,5231,8090,31775,66424,43990,43709,83454,438167,247264,224830,60280,29,13.334107875823975,512240
SABRE,qiskit_lib_200.qasm,condor.txt,200,10531,16290,63975,201124,151290,143309,278808,1492646,957874,908040,252250,29,49.842716217041016,1178400
SABRE,qiskit_lib_300.qasm,condor.txt,300,15831,24490,96175,395824,318590,274668,537155,2890757,2158210,2080976,587462,29,110.09199643135071,2070028
SABRE,qiskit_lib_400.qasm,condor.txt,400,21131,32690,128375,650524,545890,434292,853252,4613389,3912202,3807568,1087226,29,199.26716828346252,3558452
SABRE,qiskit_lib_500.qasm,condor.txt,500,26431,40890,160575,965224,833190,601367,1181394,6386925,6131983,5999949,1722253,29,316.665589094162,4690840
